zeit,symbol,mint,grund,alter_h,mcap,liq,holder,holder_1h_pct,netto_kaeufer_5m,preis_usd
2026-09-26 02:46:04,PUMP,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,STORY_ZU_ALT,10571.58,2024070803,36920410,266324,-0.0,54,0.00434017853893
2026-09-26 02:46:04,TRUMP,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,STORY_ZU_ALT,14796.45,602793623,28704617,667411,-0.0,8,2.13856755513
2026-09-26 02:46:04,PAID,98kfF7rmsg1QDUEoCqNE7g7M1FdrTt92TEp2CLzypump,STORY_ZU_ALT,247.43,36719483,2834451,35012,3.8,487,0.0388071962992
2026-09-26 02:46:04,SI,DEW9dSN6QpWyNthphCpMmAbZP1Q4cEKR9xQXAri98WDP,STORY_ZU_ALT,107.02,8816084,766994,13195,0.2,26,0.00882909351836
2026-09-26 02:46:04,e/acc,CbcyNo7m1amFWqEQm2m4PLv1UNvpcL3C1Ujm6AkzpKoU,SCHON_GELAUFEN,5.52,18662460,1519906,11203,48.8,862,0.0189774327603
2026-09-26 02:46:04,MASK,HuAXPyDWDaMYFKuwQHpqL1oPnj93zdzWmtvFGzCeCUa7,STORY_ZU_ALT,65.92,19232617,315354,4616,-0.5,35,0.0192458330844
2026-09-26 02:46:04,Fartcoin,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,STORY_ZU_ALT,16988.68,195705165,7170561,189993,-0.0,9,0.195721255449
2026-09-26 02:46:04,COLLECT,nDZknLvfFRp5rgUHdzTrQsmSY5NKzoavqdLjSHVpump,STORY_ZU_ALT,25.82,2075696,290740,6930,-0.2,21,0.00209783506404
2026-09-26 02:46:04,JASON COIN,G5im68AmQ8c6C56Kdapufyu8dZddYkMBGoLbqtb98j7,STORY_ZU_ALT,245.40,377962,35817,1281,61.7,58,0.000410461414578
2026-09-26 02:46:04,ELON,GY9mZfyPpxXxBXBxS2hB2XjhP3kfUsywTvgveozxpump,STORY_ZU_ALT,555.12,4228871,200467,9157,7.1,95,0.00455658409035
2026-09-26 02:46:04,TOLY,GwF4QcxyXB5cCczvdH9qzR4gjghyCYqYiUcLNttq6QX4,STORY_ZU_ALT,245.42,103011,14309,304,294.8,202,0.000111411685399
2026-09-26 02:46:04,PMARCA,GNq9jVow6MayA3xM2AfGygh58gMu1vY6wajiXDXZCZu,STORY_ZU_ALT,245.02,644472,45316,1104,134.9,78,0.000701704497229
2026-09-26 02:46:04,SOLCAT,9U1f18idDeySFnYrurxqT1f5n5nE4g4Uk5LLzP69bh1,STORY_ZU_ALT,199.57,516960,44961,3206,1.2,15,0.000530107947585
2026-09-26 02:46:04,HYPE,98sMhvDwXj1RQi5c5Mndm3vPe9cBqPrbLaufMXFNMh5g,STORY_ZU_ALT,8408.93,66396775,3407155,53704,-0.1,2,92.2209077639
2026-09-26 02:46:04,UNPEG,FDfxBRSc3MraBGcGmkHgfkvwHTUDMEA2hRV2cRNbpeg,STORY_ZU_ALT,7.43,283530,25790,583,-0.9,10,0.000283531303783
2026-09-26 02:46:04,hyENA,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,STORY_ZU_ALT,54.76,319816,32068,724,0.7,10,0.000319819055892
2026-09-26 02:46:04,PSI,CAELXnujtLuKSQPkxzQ3Siv8ShvT8sduZvBUNJ8WJ85C,SCHON_GELAUFEN,1.02,154934,17817,453,806.0,121,0.000163303948686
2026-09-26 02:46:04,pwease,CniPCE4b3s8gSUPhUiyMjXnytrEqUrMfSsnbBjLCpump,STORY_ZU_ALT,13733.75,4211727,469738,18626,0.1,4,0.0042123168149
2026-09-26 02:46:04,ANSEM,SPqTn8KkooByR41x3SsaNxGxXDqPFFRXR2Kkt8TJhSK,STORY_ZU_ALT,243.64,166361,20699,1199,15.5,81,0.000173218004437
2026-09-26 02:46:04,D/ACC,FdqkwEGXhyvZ8huTDDHLQE2ZnTEfTQQ964vEqQhDrWAQ,SCHON_GELAUFEN,1.72,84321,11739,294,302.7,23,8.76322530111e-05
2026-09-26 02:46:04,MAX,21RyrfNLdf2rHwK2o7b6SjDS96YTFnBQUUcM4ioGpump,SCHON_GELAUFEN,1.45,40518,7904,165,37.5,33,4.44792281275e-05
2026-09-26 02:46:04,arc,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,STORY_ZU_ALT,15701.61,71714716,15618240,45538,-0.0,2,0.0717159633611
2026-09-26 02:46:04,DDOS,zpTj1yA68UauZqdz5276qrpTV7ALkeoLp9LLa7Bpump,SCHON_GELAUFEN,1.07,150793,17252,609,3.9,109,0.000154520681088
2026-09-26 02:46:04,TJR,B71gX62doV18XTxXGYcWrsEY613HFJzXh4ss8n1apump,STORY_ZU_ALT,183.86,52904,9010,276,3.8,20,5.48485068991e-05
2026-09-26 02:46:04,DRMR,7Xgc5RacHtGzfhw2HukUBk5V986yBbvshr7rrCoopump,STORY_ZU_ALT,64.11,92401,12683,528,-5.0,4,9.82714174291e-05
2026-09-26 02:46:04,RYLO,4ibpLuuz5D7xQpgbkHqG419HFRkTW8JUDE5ASrCi9FK9,STORY_ZU_ALT,244.97,102974,15944,352,12.1,3,0.000108235140723
2026-09-26 02:46:04,PAYAI,PAYmo6moDF3Ro3X6bU2jwe2UdBnBhv8YjLgL1j4DxGu,STORY_ZU_ALT,7472.39,11169847,468722,5938,-0.1,1,0.0111704887216
2026-09-26 02:46:04,SIGNULL,3d4K8PGBcnJ4sApcx1VX6yiWjnx9oCYYjjgSB4hZPJFY,STORY_ZU_ALT,76.47,50692,9476,299,-0.7,13,5.35630252015e-05
2026-09-26 02:46:04,BASKET,26d5rwV5emnGJSzr5CKpgq66LmYqqddk33ybUMioYLTU,STORY_ZU_ALT,129.05,429283,35247,794,-0.5,3,0.000429296482674
2026-09-26 02:46:04,swarms,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,STORY_ZU_ALT,15531.26,8633477,829499,28874,-0.0,3,0.00863375080284
2026-09-26 02:46:04,KITTY,4N4DnNo3qpPks9aQCkcWkzoir8tnvT6diS4TnnZibonk,STORY_ZU_ALT,8600.20,4971581,273160,3820,0.4,3,0.00497403849311
2026-09-26 02:46:04,E/CAT,FHZjVnetL5QyenPh8x9Z8k8zik1BinnbuYhpu2s7vDJD,SCHON_GELAUFEN,1.41,134585,16501,946,975.0,66,0.000138319809761
2026-09-26 02:46:04,CLAX,25k6xgPB6MDsHgTaNaECHXLvxCuJL1sL3q4aRC9Tw4Yd,STORY_ZU_ALT,244.18,108992,14163,229,64.7,13,0.000115518106075
2026-09-26 02:46:04,FRANK,26uciSWGEWm3svKPyNMPNqCxpkC3LYGywsscj3TZNyEX,STORY_ZU_ALT,245.32,19271,5486,122,20.8,21,2.16864063176e-05
2026-09-26 02:46:04,MNT,4SoQ8UkWfeDH47T56PA53CZCeW4KytYCiU65CwBWoJUt,STORY_ZU_ALT,5808.33,3210020,297820,700,0.0,2,0.684476783354
2026-09-26 02:46:04,DOG,DWZqne4tLESk3oijs5WDrLwdcoB26Gz5vTfL2nkWpaid,STORY_ZU_ALT,285.26,81121,13318,516,7.1,7,8.45966814064e-05
2026-09-26 02:46:04,ALX,A7iQ8N5jKDrg1YUxJ7v8aN5AtkwJaUTNhq1jZ8YLFrAJ,STORY_ZU_ALT,243.78,77798,12782,616,5.7,10,7.88749055179e-05
2026-09-26 02:46:04,Aiden,4i5FqkfYDAPcEVcXyuVyaaBcz3bpwJPqDkmaF36kpump,STORY_ZU_ALT,207.60,166055,24219,2809,-0.7,2,0.000170683618026
2026-09-26 02:46:04,MRBEAST,DWNeM9Nfe49MPC6A4aoVP16bmtuC7ZnMiqGTEbebaRSa,STORY_ZU_ALT,244.49,120123,14603,301,201.0,38,0.000124982788593
2026-09-26 02:46:04,TRUMP,AL44bCBjmdXQzdzSacvsaMRNM8kkdA9hmymjb7eGSCeW,STORY_ZU_ALT,242.39,59424,12061,1868,1.0,11,6.21132568028e-05
2026-09-26 02:46:04,STONK5,F7CTvENFnkDJysMhaFFicDT2FwnbW2oasFZGG6WJnar7,STORY_ZU_ALT,209.37,113049,16779,656,-0.2,3,0.000114365250156
2026-09-26 02:46:04,🎒,ZesMGYmokFiEuDvNzWeMhB7jxF6eUW8c512vwSKSTNK,STORY_ZU_ALT,466.10,3098756,328593,2945,-0.1,6,0.00310205553903
2026-09-26 02:46:04,EMBER,5dvXTZ5qwgafnHtwu3Ls3QrWx1U4LQsFeCuJgkk4QEC6,STORY_ZU_ALT,390.43,13021979,914096,21959,0.0,11,0.0131566269151
2026-09-26 02:46:04,$LIZARDMAX,FcRvwYyHKbBgjJGhoCykKAWnvMJocRAGD6iuVYWspump,STORY_ZU_ALT,701.44,143596,16243,464,1.1,6,0.000148229827449
2026-09-26 02:46:04,CBDOGE,65nTXTo5K3iexVZDssLR2kBhYzV12bZ62npdwB2MTeZy,STORY_ZU_ALT,241.75,157634,17449,470,133.8,21,0.000163629627086
2026-09-26 02:46:04,BALLS,BXrbjRfUH35Y9fDxmHw9GambqVHZ6McmgfRXGqkzUjQr,STORY_ZU_ALT,218.66,122712,19403,806,-0.6,1,0.000122714367375
2026-09-26 02:46:04,ALON,C8GczBtX3ocrYtFtk6zGKdGhKeu9uiaeAUaR5zpKwZzM,STORY_ZU_ALT,246.61,92702,13538,577,27.9,15,9.63207778823e-05
2026-09-26 02:46:04,XBT,BLLieANeMifThH5gBeKRaNixYJPkf7fuM13VZfJ5STNK,STORY_ZU_ALT,466.03,247195,29492,1952,0.2,2,0.000247254511369
2026-09-26 02:46:04,MINECOIN,44J1LiJu17k25UDCjoJ3H2EMbbne5dmqn576J4ZNyBYT,STORY_ZU_ALT,71.90,68441,13996,897,0.2,4,6.8443874306e-05
2026-09-26 02:46:04,e/acc,GqmEdRD3zGUZdYPeuDeXxCc8Cj1DBmGSYK97TCwSpump,STORY_ZU_ALT,17056.09,135896,47966,6970,0.1,3,0.000135928095688
2026-09-26 02:46:04,UNIPCS,Ffbq7n4yHbGABdRTdNsuBKVSz4f2mV7HoVG4UwRGgYvn,STORY_ZU_ALT,239.61,37705,8142,1153,1.9,10,3.81563129974e-05
2026-09-26 02:46:04,MEMELORD,FBqoqLotXBypGPJ3ccCV27pUb9tjhMzFM4dTDyqeRmua,SCHON_GELAUFEN,0.67,31407,6436,352,3100.0,15,3.34480812677e-05
2026-09-26 02:46:04,DFC,8SqYfYNm3g7TQJmm7EaxYJcDV9f5G3Y7t92DzbUQKFws,STORY_ZU_ALT,391.86,68273,12341,515,1.6,3,6.82728121336e-05
2026-09-26 02:46:04,STRCx,Xs78JED6PFZxWc2wCEPspZW9kL3Se5J7L5TChKgsidH,STORY_ZU_ALT,6633.77,50394785,247165,4759,0.0,0,98.7164408149
2026-09-26 02:46:04,MCAT,H9pPKejchJ9LCWpb1P8p4BmrjzCFARUmA7XtJK4pVhCZ,STORY_ZU_ALT,150.36,152788,17604,263,1.5,2,0.000153136825148
2026-09-26 02:46:04,NEON,NeonTjSjsuo3rexg9o6vHuMXw62f9V7zvmu8M8Zut44,STORY_ZU_ALT,20108.76,43140662,29862,16522,0.1,8,0.0431406813098
2026-09-26 02:46:04,CWD,D7uneejj16Wehftz7uUK9uqeWisWgaYwsscu2EF8a7EN,STORY_ZU_ALT,143.75,1134351,40194,480,4.1,3,0.00113435100827
2026-09-26 02:46:04,BIO/ACC,F2FnnGrZS66E4br2Ai6QHxAm6pKuxvK5QDNgRkJUXZjJ,ZU_JUNG,0.20,20581,4913,172,104.8,42,2.22299751907e-05
2026-09-26 02:46:04,DOGE,HDbUmiQbBQT2duqVx69XshzvcV7TWpkF39RfaWLqRVWP,STORY_ZU_ALT,245.42,44630,8411,113,140.4,4,4.87276129801e-05
2026-09-26 02:46:04,LEVERHEDGE,8VsFryV6n8tNfU49L1GmaDp9LU1ubz6DbgjqKBMF3G3G,STORY_ZU_ALT,441.29,198975,30502,2035,-0.1,2,0.000238376958635
2026-09-26 02:46:04,TYLER,95pCcNPexz8rg1Sazi2GscfAGSFy3NXSPDL9TdEMZE2V,STORY_ZU_ALT,129.67,33413,7945,1667,0.8,8,3.46138118935e-05
2026-09-26 02:46:04,ALCH,HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump,STORY_ZU_ALT,16016.88,54682886,1874437,26897,0.0,3,0.0546854577781
