token_address,pair_address,symbol,entry_time,entry_price_usd,peak_price_usd,sol_invested,amount_tokens,status,exit_time,exit_price_usd,pnl_usd,pnl_sol,exit_reason
BnSnRGheXVww1k4fEkghah4FEiFpjAamj7z9T7zWpump,5bL2bubX4X5h7P9rFserqPeydcZHQmLuQ23aS8Ri52Sj,CHROME,2026-09-09 12:21:02,0.0001762,0.0002749,0.25,144395.57321225878,CLOSED,2026-09-09 12:24:04,0.0002749,14.25,0.14,TP_HIT (+56.0%)
66iMWDxz1DWTLmoj2mDnJ1WKczWjfCh1H4PT9c5ykppo,PBTTGcjuXdqGFeCp3VpQgJsZTjQfYhhasDRUu5EKTeK,Crime,2026-09-09 12:28:06,5.143e-05,5.143e-05,0.25,494701.5360684425,CLOSED,2026-09-09 12:29:00,3.758e-05,-6.85,-0.0673,SL_HIT (-26.9%)
b91f2MjW4t7vemWpdiCGrUCy2ZeALSuyhvbDSTBpump,9E7GVfQKX4RPzCNoUPjhyGZyCxyqAZmMZUHT2k8Semmy,HAMSTERUNITE,2026-09-09 13:00:56,0.0001067,0.0001455,0.25,238448.9222118088,CLOSED,2026-09-09 13:06:40,0.0001215,3.53,0.0347,TRAILING_SL (13.9%)
2RzHjSQPfb9CTbVgu9f5TKBYuQ4M85mCd2qN846Hpump,HyPFLLqsyep2DQicLwF8jLGAn5jGHwWBipxazsFw7WNm,STOCKCAT,2026-09-09 13:02:03,0.0002367,0.000247,0.25,107488.38191803973,CLOSED,2026-09-09 13:03:05,0.0001957,-4.41,-0.0433,SL_HIT (-17.3%)
FiHpuVdsEqsMC571m9e7C9Ct1mgUCr6x9wB3pq1Fpn56,9TymA5XepTVna5DcEuq4dGePRidYbvdQoySvWcyVAY6W,BODEN,2026-09-09 13:05:05,0.0002194,0.0003525,0.25,115963.99270738378,CLOSED,2026-09-09 13:09:46,0.0003525,15.43,0.1517,TP_HIT (+60.7%)
FSMhPpiAQGsowqoRJCnts7BZLq45pWrX5nBJNAeGAdTH,5wb956QGYn7okUgsGRGkgNmnBsBqposo83MiZHfihyBM,ZDOG,2026-09-09 13:08:40,5.47e-05,5.47e-05,0.25,465127.9707495429,CLOSED,2026-09-09 13:08:40,4.262e-05,-5.62,-0.0552,SL_HIT (-22.1%)
XzC5SwuoRYUCXaqMNybdzbNyVL14wyzuiWHps5iqtgf,6CRL3cTFXnNdXnkoPwUbzgmnGqRPBvfCz9LWNMHUzydX,RETA,2026-09-09 13:12:28,0.0002029,0.0002208,0.25,125394.2828979793,CLOSED,2026-09-09 13:27:29,0.0001806,-2.8,-0.0275,TIME_EXPIRED (-11.0%)
3fhg8TWxJzM6iY9Ffz27w9jgw9Er8F244LE8G2fhEpMJ,6emxTnzRAmGDBe8dU1RfknuRpULMmrJJxyf9koxmGybk,BODEN,2026-09-09 13:22:37,6.487e-05,6.487e-05,0.25,392207.4919068907,CLOSED,2026-09-09 13:23:43,3.959e-05,-9.92,-0.0974,SL_HIT (-39.0%)
FGwZWKi1UPxFsXueavZQEPsSPfFqLGgjX3b565Hc7Kg3,pX6aNUDRBzsSDJM4CuUu5daHRS3J3uAxggQid7dSvHJ,vibeshift,2026-09-09 13:35:04,4.899e-05,5.287e-05,0.25,519340.6817717902,CLOSED,2026-09-09 13:36:31,3.647e-05,-6.5,-0.0639,SL_HIT (-25.6%)
7gJA6fhVUJ9UgLPLpmCo6aXH5R4hiUNQbaWEnx4Rpump,A3gGB2RzAxAum8dSTYVHiWzqZ5rSxmt1sP5mTXLptpFw,SPCX,2026-09-09 13:36:10,0.000197,0.0002605,0.25,129149.7461928934,CLOSED,2026-09-09 13:40:58,0.0002299,4.25,0.0418,TRAILING_SL (16.7%)
FfFEszstujrteEmNK1SzS7CXyWiuiKUKjrRLov7eLtQ3,26Dx3KSA7g3cSAP6ixh47GifrizPTxHUD3kVSuhTEMoN,ZDOG,2026-09-09 13:41:09,0.002278,0.002607,0.25,11168.788410886742,CLOSED,2026-09-09 13:47:32,0.001832,-4.98,-0.0489,SL_HIT (-19.6%)
7hN8rB6fsLe8qSH88pTEigpoKeUpvM9hYvUbVjkipump,Bf9roEoV7ewepnuZ2gsZgWwTYd8pzfuNbLuBwkWRUwNd,long,2026-09-09 13:57:57,4.835e-05,4.835e-05,0.25,526215.0982419854,CLOSED,2026-09-09 13:57:58,4.102e-05,-3.86,-0.0379,SL_HIT (-15.2%)
28diRg5gxXVU15DtpRsMT1bpRVYkSkpoczB44nLHd57W,CdaDQLMw53v3MFPE3yvCxjwkcF7QHNCcYNoUhFv8JHHC,NOTHING,2026-09-09 13:59:40,2.351e-05,3.417e-05,0.25,1082199.064227988,CLOSED,2026-09-09 14:05:34,3.088e-05,7.98,0.0784,TRAILING_SL (31.3%)
9i8wN676UxL4LrgzikvyaojKdXFAVEStJwiRgi9upump,GLi5tzoowUkQ3k4RBPwHCoNLn8R16Rn1aeQ5EaCcw7py,USELESSLAPTOP,2026-09-09 14:05:44,7.209e-05,8.692e-05,0.25,352926.8969343876,CLOSED,2026-09-09 14:15:47,8.427e-05,4.3,0.0422,TIME_PROFIT_TAKE (+16.9%)
HSGiunoB6k7SN2G55Ww4Gg16qiUarTg3W32XSKj8pump,BsLfXU791RmaUCo4pjC7qfA2hzb7kBx2FKBqiekPBZWj,SHARE,2026-09-09 14:07:40,4.576e-05,7.792e-05,0.25,555998.6888111888,CLOSED,2026-09-09 14:09:11,7.792e-05,17.88,0.1757,TP_HIT (+70.3%)
AVvb6RHMN58MrC7vp17qDjKs9EMGUwXZtU3uuJ3cpump,8owk9Z2pU6BEXt6DfMBqatEL4K6fifoRb1sckpmR1wk1,Cobie,2026-09-09 14:10:42,0.0001768,0.0001959,0.25,143905.54298642534,CLOSED,2026-09-09 14:17:35,0.0001487,-4.04,-0.0397,SL_HIT (-15.9%)
FKGzRQFuYsmo2gHixW8fjJm6CwKyFKpTsz5g5g1upump,6dsv1QT3Y1oWxfZ8uN5bxkT4P7L22VaWMLYuqgNyYPxa,LEPTEP,2026-09-09 14:17:02,0.00014,0.0001678,0.25,181732.14285714287,CLOSED,2026-09-09 14:17:35,0.0001283,-2.13,-0.0209,BREAK_EVEN (-8.4%)
DhHSjZCE3X7d6M5T5BV2RrtK1X9tsxiWjfk1B41Epump,F1s15aYAFgpKYCvT2nZqk3RRiVR8P8z1raLJnKX4MUjW,ANSEMINU,2026-09-09 14:19:17,6.298e-05,9.768e-05,0.25,403977.45315973327,CLOSED,2026-09-09 14:23:53,9.768e-05,14.02,0.1377,TP_HIT (+55.1%)
G2PvDNdwgX438L6wrRANVDHdUwNhyYShThQarc7iQ5w1,4ARjQ48CgpVKzjFj8CLdvkMRJQKiAtW7ghqssDCjKnDd,DESKTOP,2026-09-09 14:28:45,0.0001986,0.0001986,0.25,128109.26485397785,CLOSED,2026-09-09 14:30:09,0.0001471,-6.6,-0.0648,SL_HIT (-25.9%)
4Ee7xRodjp7kBGTZsHj9FE87UQWJuPke7ENzzGWBbFCc,ETJqoA1tiihnQ9zqY5qiyCLUmTpeLaDiz4XCeSqyREyF,ZODL,2026-09-09 14:29:02,0.0003763,0.000451,0.25,67612.2774382142,CLOSED,2026-09-09 14:39:04,0.0004433,4.53,0.0445,TIME_PROFIT_TAKE (+17.8%)
zWPE8y7Btz9ySgBKVwTYHg3V3wYopeinnunzpbdRVBC,5PrwQ9n3kYQAcp37BRYmgprWYaceg1B9mCjbftsEnmpv,condom,2026-09-09 14:40:35,4.294e-05,4.294e-05,0.25,592512.8085700978,CLOSED,2026-09-09 14:40:35,3.624e-05,-3.97,-0.039,SL_HIT (-15.6%)
GhMkcGrZhy6KsxrxbDkSQPQWu1LfusXxHrVGWZ9jpump,55UYEw3UMuswA5ADNaV8hCSrYooKjzrkmo1gyh8S2QGT,LAPTOPCAT,2026-09-09 14:46:18,0.0001886,0.0001886,0.25,134901.9088016967,CLOSED,2026-09-09 14:47:20,0.0001544,-4.61,-0.0453,SL_HIT (-18.1%)
Cu635kf7Ae5DqQttFUifvxMfsW9ZoyxPstrHj96qjsGH,3qxutGpFSU73XNdMoZkwhkKCpCH6qymsYH3ZQdbGBSDR,DEATH,2026-09-09 14:50:32,4.752e-05,7.371e-05,0.25,535406.1447811448,CLOSED,2026-09-09 14:52:11,7.371e-05,14.02,0.1378,TP_HIT (+55.1%)
D19orhRdeNGPYypFg5JgqDRhpXq53JnAQ8nTPWe3i4J6,F4MD91Xs5GLrEvs2vkekPF9srJYoJChK1vKcRM33SkzF,Rock,2026-09-09 15:14:04,9.382e-05,0.0001553,0.25,271184.18247708376,CLOSED,2026-09-09 15:21:45,0.0001553,16.67,0.1638,TP_HIT (+65.5%)
FAKfMjaCJubxXvk8zHDW699rpJtZqWK2pmQjActnKeyG,5KEhfWQ2KpwDPoPnGXScQZuGvX6zSvQXNhfwTfwXSYDP,BARRON,2026-09-09 15:18:12,8.335e-05,9.087e-05,0.25,305248.95020995795,CLOSED,2026-09-09 15:21:45,6.683e-05,-5.04,-0.0496,SL_HIT (-19.8%)
5dEvke3xffPSH6npMs5ZQJC4azMfb3Y8MTyra2DaBw7F,G578i6F8dPd6AGpk1rRWM3chGVQD3uXQD8pUnzjiFrgN,TUTANKHAMOOLAH,2026-09-09 15:19:02,7.821e-05,0.0001247,0.25,325310.0626518348,CLOSED,2026-09-09 15:21:11,0.0001247,15.12,0.1486,TP_HIT (+59.4%)
zzjkh1hLbvsFJXWLfE6h4JNbcnRj4eteuKRw42PN2tC,AbXLP7NmNiPn7iJiRJKRVoQ8Vs6SNzkuBRMFiRVygvtY,MM,2026-09-09 15:19:36,0.0001112,0.0001157,0.25,228799.46043165465,CLOSED,2026-09-09 20:00:10,9.738e-05,-3.16,-0.0311,TIME_EXPIRED (-12.4%)
FUKVnLQnbaYqUj3yhdVLr2J6PcgMkbHiDQLLqkPjrg3K,ELNnXYvXzZFk5YkLZWkoewvX1TcrhVUPqFme7gtRE3VW,S&P 500,2026-09-09 20:01:11,0.001612,0.001612,0.25,15783.18858560794,CLOSED,2026-09-09 20:01:28,0.001271,-5.38,-0.0529,SL_HIT (-21.2%)
AyGJuAx5foDftT6gsStkB92msZ9wMmK7a6FLy96rpump,HvvzKaUtr8ELP7TqDN6NAEZiKSzd1nJynrXMJ9UV2tc,$GTRADE,2026-09-09 20:02:29,7.732e-05,0.0001014,0.25,329054.578375582,CLOSED,2026-09-09 20:05:45,8.99e-05,4.14,0.0407,TRAILING_SL (16.3%)
Fh97aBG5vwM5VrM5wBh1qfHuwXKakoNxkQBE5njQRNSe,ARJDoB152ZTS6yKbDwLWUQXaYqQ5JTYEvnEpfrWDNcGY,TENDIE,2026-09-09 20:04:06,5.677e-05,5.677e-05,0.25,448168.0465034349,CLOSED,2026-09-09 20:05:12,4.437e-05,-5.56,-0.0546,SL_HIT (-21.8%)
41UrTGwAokUi5y9qXvHtG82fYsHgCnQE7oFtLhYRwYMP,7FjFjPEhnv4kPSMpggx9UfwR1Vf3ZjLWuPzAGB4PFKPZ,baton,2026-09-09 20:21:31,0.0007565,0.001041,0.25,33631.857237276934,CLOSED,2026-09-09 20:22:24,0.0009341,5.97,0.0587,TRAILING_SL (23.5%)
F5yA3x3LrqpPRmNsUvZSXeKJ6KjqwtbGXNVp9LPj1du2,DG7PAxcu29ytQ5VviuEN3ATx1q6Mvx1NNpGKrceHzfz1,GCS,2026-09-09 20:26:25,3.179e-05,3.994e-05,0.25,800330.2925448255,CLOSED,2026-09-09 20:36:25,3.994e-05,6.52,0.0641,TIME_PROFIT_TAKE (+25.6%)
FXeonrr5u86xkpv41BjcBLrx7HZbakikVQYsjQSLpump,DopawRtNnifSmuciFikuzK5bpe4Rs5mw6XKWbkMUr1n8,Apu,2026-09-09 20:46:38,6.233e-05,6.233e-05,0.25,408190.2775549495,CLOSED,2026-09-09 20:46:59,5.091e-05,-4.66,-0.0458,SL_HIT (-18.3%)
