timestamp,symbol,token_address,pair_address,dex,age_hours,gain_24h_pct,mcap_usd,liquidity_usd,vol_24h_usd,first_hour_max_gain_pct,deepest_dip_pct,top10_holder_pct,jup_price_impact_pct,rugcheck_score
2026-09-17 15:47:02,Gatsby,4J7ahY9b4aEvVtwYq2ygDejG1xPYX7SRQGCftJJ3pump,EEWsjNB5Lvfcm1xM3KYBP1WbHrjbiznvtNxxGYjGrys8,PUMPSWAP,1.2,157.0,193222.0,37663.44,975562.79,0.0,0.0,0.0,-1.0,10001
2026-09-17 20:40:15,catwifout,5cT9mMKGwJP42xdgwSxu9zsYCScCXqwpq49GfQoXpump,GF5KiRvxGZ9ermv4A8cMaeHr1cCW6HwhSux8WN1Eyv4i,PUMPSWAP,4.3,1439.0,819671.0,78483.05,1420407.37,40.1,-40.7,0.0,-1.0,10001
2026-09-17 20:40:15,XPay,4pfNCQo4TbJ89DeqcEQFBqVYXE8y5mM4HfmyVGKrpump,9K7QvVjYErJdq58Z8yRoqt4G4yjMFCUWbyjzZd9mH4gi,PUMPSWAP,0.6,625.0,476218.0,59028.16,1051430.8,1460.8,-93.6,0.0,-1.0,10001
2026-09-17 20:40:15,SEND,2XuQnYQ1q3oTjPL9j4PfhV1AEqcZ6Hq2PzPzuxaASEND,DkK9eQQZdavVd8NLo7xxoi7cYAgDEzK9JB32bX1tcfne,PUMPSWAP,7.5,366.0,185931.0,39798.43,3405652.34,8.6,-43.9,0.0,-1.0,50801
2026-09-17 20:40:15,STONK5,F7CTvENFnkDJysMhaFFicDT2FwnbW2oasFZGG6WJnar7,Yu7b2bVsMtvuJQTFihKmrxLeexFNo9LP8FzUo9psckr,RAYDIUM,2.6,195.0,121899.0,29896.73,116983.6,9.4,-38.5,0.0,-1.0,10001
2026-09-17 20:40:15,SeedSigner,4xyW24Yo348biFjQWZtGUEAhYG1HNvZQM6fx7vq2Xouj,HZVJPo33xqxusPec7LYU7dYfdkFYhFKFk8Lr53U1h43a,PUMPFUN,0.5,176.0,10594.35,0.0,29213.5,0.0,0.0,0.0,-1.0,1
2026-09-18 01:54:19,Tilcayo,AyYNfPtftg2zDP4ZbgcoQMggQtwLh4zpfVVmUJs2thto,ASgoadVEDL8zJn6KLUiMSh9m8x2yYAEZPsUSpvxHj3LY,PUMPSWAP,10.7,4949.0,2038302.0,146851.99,7144532.31,4.0,-33.2,0.0,-1.0,10001
2026-09-18 01:54:19,SOLCAT,9U1f18idDeySFnYrurxqT1f5n5nE4g4Uk5LLzP69bh1,9Hr6NXw5WSffxNQnqxwZyhRw81uz3PpB7RF9J3i9nMt1,PUMPSWAP,6.6,1950.0,830007.0,105120.82,7562312.9,4.3,-38.9,0.0,-1.0,10001
2026-09-18 01:54:19,PERK,7qVyANei9jYf173z4FBKcmKp3nXDDBKiXAWh7aT2perk,Bt3X28mcx4EAYwiRNdepCdUg42LF7fa1SQMrgkPVivMu,PUMPSWAP,4.7,1771.0,1296630.0,110463.54,5203333.47,16.8,-47.3,0.0,-1.0,10001
2026-09-18 01:54:19,catwifout,5cT9mMKGwJP42xdgwSxu9zsYCScCXqwpq49GfQoXpump,GF5KiRvxGZ9ermv4A8cMaeHr1cCW6HwhSux8WN1Eyv4i,PUMPSWAP,9.5,1233.0,709813.0,75929.76,2765883.73,81.9,-45.9,0.0,-1.0,10001
2026-09-18 01:54:19,CATEZ,N1S5qDM5sEdXbg4afRvVQcXPxffLsQGRW1xhM8byqQe,6vCeymfFyiZZ5ug87F4Utjg17VrMJJSzsE8QAMde1bmc,PUMPFUN,3.0,648.0,22464.67,0.0,49530.72,0.0,0.0,0.0,-1.0,1
2026-09-18 10:10:15,Tilcayo,AyYNfPtftg2zDP4ZbgcoQMggQtwLh4zpfVVmUJs2thto,ASgoadVEDL8zJn6KLUiMSh9m8x2yYAEZPsUSpvxHj3LY,PUMPSWAP,19.0,5515.0,2266526.0,161000.73,8572921.24,0.0,-30.2,0.0,-1.0,10001
2026-09-18 10:10:15,PERK,7qVyANei9jYf173z4FBKcmKp3nXDDBKiXAWh7aT2perk,Bt3X28mcx4EAYwiRNdepCdUg42LF7fa1SQMrgkPVivMu,PUMPSWAP,12.9,1472.0,1087256.0,106046.46,6794204.69,10.4,-28.5,0.0,-1.0,10001
2026-09-18 10:10:15,TRENDS,3W3K5i4T2vARM1UzJHh48dw4uNhjtg3Wk8GS2inmNUZV,HBHCoPE5qM7JjVppXsdRejZtqg8YDw1PMZRypiQgJkY7,METEORA,12.4,708.0,394245.0,54537.27,2128800.49,36.9,-32.9,0.0,-1.0,10001
2026-09-18 10:10:15,Tilcayo,AyYNfPtftg2zDP4ZbgcoQMggQtwLh4zpfVVmUJs2thto,DPCrHRkR5kFTYNNmoEz1fS98vgx47aTgkvt2n8haazQ5,METEORA,18.7,431.0,2274181.0,129622.88,1434496.77,22.2,-33.0,0.0,-1.0,10001
2026-09-18 10:10:15,SISCAT,2667awHM5dugyULLPq2wQgEExXXa7hHfrpwefFqNpump,DrCXMkYUwcshFydTLTts9HwXyxLkausFVW9Uuu3ra3Wt,PUMPFUN,3.0,318.0,14004.2,0.0,29608.91,0.0,0.0,0.0,-1.0,1
2026-09-18 15:19:55,Tilcayo,AyYNfPtftg2zDP4ZbgcoQMggQtwLh4zpfVVmUJs2thto,ASgoadVEDL8zJn6KLUiMSh9m8x2yYAEZPsUSpvxHj3LY,PUMPSWAP,24.1,1479.0,1191236.0,122467.06,10541884.57,81.6,-61.6,0.0,-1.0,10001
2026-09-18 15:19:55,TRENDS,3W3K5i4T2vARM1UzJHh48dw4uNhjtg3Wk8GS2inmNUZV,HBHCoPE5qM7JjVppXsdRejZtqg8YDw1PMZRypiQgJkY7,METEORA,17.6,1392.0,727366.0,75996.92,2254652.14,40.8,-29.0,0.0,-1.0,10001
2026-09-18 15:19:55,CATEZ,N1S5qDM5sEdXbg4afRvVQcXPxffLsQGRW1xhM8byqQe,6vCeymfFyiZZ5ug87F4Utjg17VrMJJSzsE8QAMde1bmc,PUMPFUN,16.5,918.0,30591.37,0.0,127991.29,3.5,-18.3,0.0,-1.0,1
2026-09-18 15:19:55,TIGRINO,Bo9ecZd8bovoTPevqxeD1SnxnHkUUHB5sGYiaCTX7dPa,HYLQ2TENnhVvDSYzCdqmuU4Ktd6jCzy2LYBEaNK3tpze,PUMPFUN,4.0,735.0,26627.27,0.0,72618.11,57.1,-58.5,0.0,-1.0,1
2026-09-18 15:19:55,黃阿瑪,EVzXkA8NnLNj27LSiQKoEy5nu7gjnxs5FFQ7YJiTpump,d3FDa2zGvydboVdGjj14qGiwtgqrQ3HdbcNqrohPUEd,PUMPSWAP,1.0,297.0,277215.0,47119.86,802828.96,0.0,0.0,0.0,-1.0,10001
2026-09-18 20:05:07,TIGRINO,91ryaCo5yGpYZM3bs6GUPs97VWJQj7RozBmqPULgpump,2fwy38cJcChCVySA9cd5SAFaEPtZQWN2ssFip43hnsHU,PUMPSWAP,9.0,7987.0,3451331.0,198390.81,9628376.1,26.0,-31.3,0.0,-1.0,10001
2026-09-18 20:05:07,TRENDS,3W3K5i4T2vARM1UzJHh48dw4uNhjtg3Wk8GS2inmNUZV,HBHCoPE5qM7JjVppXsdRejZtqg8YDw1PMZRypiQgJkY7,METEORA,22.3,1252.0,659442.0,76592.83,2423490.95,16.1,-32.4,0.0,-1.0,10001
2026-09-18 20:05:07,TIGRINO,91ryaCo5yGpYZM3bs6GUPs97VWJQj7RozBmqPULgpump,AGVxQPJkDmRRwu13UMudpKSuEEwF6BgfViAxS95NpduT,METEORA,8.7,1195.0,3372500.0,19627.68,132841.49,58.9,-99.7,0.0,-1.0,10001
2026-09-18 20:05:07,RETURN,4NCuDE737HY4EJ573iZM4zo7xszn1MWL6a2Xjp9wpump,Dx6E5EQ2Tav9ct2dSRnbe5KGPi2as5e39U5NBb2j1rGt,PUMPFUN,3.0,360.0,14375.98,0.0,246470.33,0.4,-42.2,0.0,-1.0,14401
2026-09-18 20:05:07,Meepcat,4ssDxLh4BpzVVC6WsZHfoSYAVDhR8hpWzekyoGzYpump,57i44FQtgroKaR1qbtmKW1vnNYhSfkZwVj5PaRWCPr9Q,PUMPSWAP,6.5,285.0,470788.0,63879.88,2114710.71,0.0,0.0,0.0,-1.0,10001
